page,index,Продукт,Старая цена,Новая цена,Процент скидки,Время проведения акции
47,27,"Чай черный AHMAD TEA Blackcurrant Burst, смородина, 25 пакетиков",159.99,99.99,−38%,с 15 февраля - до 28 февраля
47,34,"БЕКОН ПО-ИСПАНСКИ, копчено-вареный, нарезка (ОМПК), 150г",159.99,99.99,−38%,с 15 февраля - до 28 февраля
48,10,"Пирожное МЕДВЕЖОНОК БАРНИ, сгущенное молоко, 150г",160.29,99.99,−38%,с 15 февраля - до 28 февраля
48,11,"Пирожное МЕДВЕЖОНОК БАРНИ с бананово-йогуртовой начинкой, 150г",160.59,99.99,−38%,с 15 февраля - до 28 февраля
48,14,"Пирожное МЕДВЕЖОНОК БАРНИ, молоко, 150г",160.69,99.99,−38%,с 15 февраля - до 28 февраля
50,3,"БЕКОН ПО-ИСПАНСКИ, копчено-вареный, нарезка (ОМПК), 150г",159.99,99.99,−38%,с 15 февраля - до 28 февраля
50,8,"БЕКОН ПО-ИСПАНСКИ, копчено-вареный, нарезка (ОМПК), 150г",160.69,99.99,−38%,с 15 февраля - до 28 февраля
50,9,"БЕКОН ПО-ИСПАНСКИ, копчено-вареный, нарезка (ОМПК), 150г",161.69,99.99,−38%,с 15 февраля - до 28 февраля
50,17,"БЕКОН ПО-ИСПАНСКИ, копчено-вареный, нарезка (ОМПК), 150г",161.59,99.99,−38%,с 15 февраля - до 28 февраля
55,18,"Котлеты МОРОЗКО, с индейкой, 330г",187.99,115.99,−38%,с 15 февраля - до 28 февраля
58,25,"Колбаса БРАУНШВЕЙГСКАЯ, сырокопченая, ГОСТ, мини (Дмитрогорский) , 100г",197.61,123.40,−38%,с 15 февраля - до 28 февраля
58,26,"Колбаса БРАУНШВЕЙГСКАЯ, сырокопченая, ГОСТ, мини (Дмитрогорский) , 100г",197.61,123.40,−38%,с 15 февраля - до 28 февраля
58,27,"Колбаса БРАУНШВЕЙГСКАЯ, сырокопченая, ГОСТ, мини (Дмитрогорский) , 100г",197.61,123.40,−38%,с 15 февраля - до 28 февраля
58,28,"Паста зубная SYNERGETIC® Детская Клубничка и банан 3-6л Микс, 50мл",199.99,123.99,−38%,с  8 февраля - до  8 марта
58,37,"Гель для рук МАГНИТ Здоровье с антисептическим эффектом, 250мл",199.99,124.99,−38%,с  9 февраля - до  8 марта
58,38,"Гель для рук МАГНИТ Здоровье с антисептическим эффектом, 250мл",199.99,124.99,−38%,с  9 февраля - до  8 марта
59,18,"Колбаса САЛЬЧИЧОН, Казадемонт, Экстра, сыровяленая, 100г",199.99,124.99,−38%,с 15 февраля - до 28 февраля
59,19,"Колбаса САЛЬЧИЧОН, Казадемонт, Экстра, сыровяленая, 100г",199.99,124.99,−38%,с 15 февраля - до 28 февраля
59,42,"Пена для бритья АРКО, Сенситив,1 штука, 200мл",209.99,129.99,−38%,с  8 февраля - до  7 марта
59,43,"Пена для бритья АРКО, Сенситив,1 штука, 200мл",209.99,129.99,−38%,с  8 февраля - до  7 марта
60,24,"Конфеты АМАПОЛА вафельные кокосовые с миндалем, 100г",209.99,129.99,−38%,с  9 февраля - до  8 марта
60,25,"Конфеты АМАПОЛА вафельные кокосовые с миндалем, 100г",209.99,129.99,−38%,с  9 февраля - до  8 марта
60,31,"Чистящее средство BREF®, Лимонная свежесть, 50г",209.00,129.99,−38%,с 15 февраля - до 28 февраля
63,39,"Блок туалетный BREF®, Синяя вода, 50г",223.99,139.99,−38%,с  8 февраля - до  8 марта
63,46,"Крем-мыло БАРХАТНЫЕ РУЧКИ, Антибактериальный комплекс, 500мл",224.99,139.99,−38%,с  8 февраля - до  8 марта
63,47,"Крем-мыло БАРХАТНЫЕ РУЧКИ, Интенсивное питание, 500мл",224.99,139.99,−38%,с  8 февраля - до  8 марта
65,16,"Чай AHMAD Tea Эрл Грей, 100г",226.29,139.99,−38%,с  9 февраля - до  8 марта
65,17,"Чай AHMAD Tea Эрл Грей, 100г",226.29,139.99,−38%,с  9 февраля - до  8 марта
68,16,"Средство для мытья пола SYNERGETIC® Аромамагия, 750мл",240.89,149.99,−38%,с  9 февраля - до  8 марта
68,18,"Средство для мытья пола SYNERGETIC® Аромамагия, 750мл",242.69,149.99,−38%,с  9 февраля - до  8 марта
69,2,"Стрипсы ЗОЛОТОЙ ПЕТУШОК, «Вкусняшки», 300г",239.99,149.99,−38%,с 15 февраля - до 28 февраля
69,39,"Паста зубная COLGATE® Нежная мята без фторида (3-5 лет), 60мл",249.99,154.99,−38%,с  8 февраля - до  8 марта
69,40,"Паста зубная COLGATE® Клубника с фторидом (6-9 лет), 60мл",249.99,154.99,−38%,с  8 февраля - до  8 марта
74,9,"Колбаса МЯСНИЦКИЙ РЯД Докторская от шефа вареная, 470г",274.69,169.99,−38%,с 15 февраля - до 28 февраля
74,44,"Сыр ГАЛЬБАНИ Пиканте с голубой плесенью 62%, 100г",273.50,169.99,−38%,с 15 февраля - до 28 февраля
78,27,"Пена для бритья NIVEA®, для чувствительной кожи, 200мл",299.99,184.99,−38%,с 15 февраля - до 28 февраля
78,29,"Пена для бритья NIVEA®, для чувствительной кожи, 200мл",297.69,184.99,−38%,с 15 февраля - до 28 февраля
78,30,"Пена для бритья NIVEA®, Мен, Защита и уход, Увлажняющая, 200мл",297.39,184.99,−38%,с 15 февраля - до 28 февраля
78,31,"Пена для бритья NIVEA®, для чувствительной кожи, 200мл",297.69,184.99,−38%,с 15 февраля - до 28 февраля
78,32,"Пена для бритья NIVEA®, Мен, Защита и уход, Увлажняющая, 200мл",297.29,184.99,−38%,с 15 февраля - до 28 февраля
78,36,"Сосиски РУБЛЕВСКИЙ Докторские (Москворецкий), 430г",297.56,184.99,−38%,с 15 февраля - до 28 февраля
78,37,"Сосиски РУБЛЕВСКИЙ Докторские (Москворецкий), 430г",297.56,184.99,−38%,с 15 февраля - до 28 февраля
78,38,"Сосиски РУБЛЕВСКИЙ Докторские (Москворецкий), 430г",297.56,184.99,−38%,с 15 февраля - до 28 февраля
78,39,"Сосиски РУБЛЕВСКИЙ Докторские (Москворецкий), 430г",297.56,184.99,−38%,с 15 февраля - до 28 февраля
78,40,"Сосиски РУБЛЕВСКИЙ Докторские (Москворецкий), 430г",297.56,184.99,−38%,с 15 февраля - до 28 февраля
81,4,"Пицца ЦЕЗАРЬ, с ветчиной и грибами, 420г",304.24,189.99,−38%,с 15 февраля - до 28 февраля
81,11,"Пицца ЛА ТРАТТОРИЯ Пепперони, 335г",303.99,189.99,−38%,с 15 февраля - до 28 февраля
87,10,"Блок туалетный BREF®, Лимонная свежесть, 102г",339.00,209.99,−38%,с 15 февраля - до 28 февраля
88,44,"Чай черный AKBAR, 100 пакетиков",354.44,219.99,−38%,с  9 февраля - до  8 марта
88,45,"Чай черный AKBAR, 100 пакетиков",354.44,219.99,−38%,с  9 февраля - до  8 марта
93,16,"Средство чистящее CILLIT BANG®, Антижир, 750мл",385.99,239.99,−38%,с  9 февраля - до  8 марта
97,11,"Колбаса ДОКТОРСКАЯ, ГОСТ (МД Бородина), 500г",402.85,249.99,−38%,с 15 февраля - до 28 февраля
97,12,"Колбаса ДОКТОРСКАЯ, ГОСТ (МД Бородина), 500г",402.85,249.99,−38%,с 15 февраля - до 28 февраля
97,13,"Колбаса ДОКТОРСКАЯ, ГОСТ (МД Бородина), 500г",402.85,249.99,−38%,с 15 февраля - до 28 февраля
97,14,"Колбаса ДОКТОРСКАЯ, ГОСТ (МД Бородина), 500г",402.85,249.99,−38%,с 15 февраля - до 28 февраля
97,15,"Колбаса ДОКТОРСКАЯ, ГОСТ (МД Бородина), 500г",402.85,249.99,−38%,с 15 февраля - до 28 февраля
99,34,"Вода мицеллярная NIVEA®, Освежающая, 3в1 для нормальной кожи, 400мл",423.99,264.99,−38%,с  8 февраля - до 28 февраля
103,0,"Вино АЛАЗАНСКАЯ ДОЛИНА Болеро белое полусладкое (Грузия), 0,75л",449.00,279.99,−38%,с  9 февраля - до  8 марта
103,1,"Вино АЛАЗАНСКАЯ ДОЛИНА Болеро белое полусладкое (Грузия), 0,75л",449.00,279.99,−38%,с  9 февраля - до  8 марта
103,25,"Шампунь ЭЛЬСЕВ Длина мечты, 400мл",449.99,279.99,−38%,с 15 февраля - до 28 февраля
103,26,"Шампунь ЭЛЬСЭВ, Эксперт цвета/Цвет и блеск, 400мл",449.99,279.99,−38%,с 15 февраля - до 28 февраля
103,27,"Бальзам для волос ELSEVE®, 6 масел, 400мл",449.99,279.99,−38%,с 15 февраля - до 28 февраля
103,28,"Бальзам для волос ЭЛЬСЕВ Длина мечты, 400мл",449.99,279.99,−38%,с 15 февраля - до 28 февраля
103,29,"Бальзам для волос ELSEVE®, Полное восстановление 5, 400мл",449.99,279.99,−38%,с 15 февраля - до 28 февраля
103,30,"Шампунь для волос ELSEVE®, Роскошь 6 масел, 400мл",449.99,279.99,−38%,с 15 февраля - до 28 февраля
103,31,"Бальзам для волос ЭЛЬСЭВ, Эксперт цвета, 400мл",449.99,279.99,−38%,с 15 февраля - до 28 февраля
103,32,"Шампунь ELSEVE®, Полное восстановление, 400мл",449.99,279.99,−38%,с 15 февраля - до 28 февраля
104,7,"СТЕЙК СВИНОЙ из окорока, 1кг",449.99,279.99,−38%,с 15 февраля - до 28 февраля
104,8,"СТЕЙК СВИНОЙ из окорока, 1кг",449.99,279.99,−38%,с 15 февраля - до 28 февраля
107,8,"Гель для лица GARNIER® Скин Нэйчералс алоэ, 50мл",479.99,299.99,−38%,с  8 февраля - до 28 февраля
108,34,"Паста ореховая MILKA с какао и фундуком, 350г",485.79,299.99,−38%,с 15 февраля - до 28 февраля
